1779959553.716385 server started (21157): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1779959553.716422 on Linux 6.8.0-71-generic #71-Ubuntu SMP PREEMPT_DYNAMIC Tue Jul 22 16:52:38 UTC 2025
1779959553.716432 using libevent 2.1.12-stable poll
1779959553.716435 using ncurses 6.4 20240113
1779959553.716747 input_key_build: 0x40000010e19a (S-F6) is \033[17;2~
1779959553.716749 input_key_build: 0x40000010e19b (S-F7) is \033[18;2~
1779959553.716751 input_key_build: 0x40000010e19c (S-F8) is \033[19;2~
1779959553.716753 input_key_build: 0x40000010e19d (S-F9) is \033[20;2~
1779959553.716755 input_key_build: 0x40000010e19e (S-F10) is \033[21;2~
1779959553.716757 input_key_build: 0x40000010e19f (S-F11) is \033[23;2~
1779959553.716759 input_key_build: 0x40000010e1a0 (S-F12) is \033[24;2~
1779959553.716788 input_key_build: 0x40000010e1a1 (S-IC) is \033[2;2~
1779959553.716790 input_key_build: 0x40000010e1a2 (S-DC) is \033[3;2~
1779959553.716792 input_key_build: 0x40000010e1a3 (S-Home) is \033[1;2H
1779959553.716794 input_key_build: 0x40000010e1a4 (S-End) is \033[1;2F
1779959553.716796 input_key_build: 0x40000010e1a5 (S-NPage) is \033[6;2~
1779959553.716798 input_key_build: 0x40000010e1a6 (S-PPage) is \033[5;2~
1779959553.716800 input_key_build: 0x40000010e1a8 (S-Up) is \033[1;2A
1779959553.716802 input_key_build: 0x40000010e1a9 (S-Down) is \033[1;2B
1779959553.716804 input_key_build: 0x40000010e1aa (S-Left) is \033[1;2D
1779959553.716806 input_key_build: 0x40000010e1ab (S-Right) is \033[1;2C
1779959553.716808 input_key_build: 0x600000000009 (C-S-Tab) is \033[Z
1779959553.716818 input_key_build: 0x60000010e195 (C-S-F1) is \033[1;6P
1779959553.716820 input_key_build: 0x60000010e196 (C-S-F2) is \033[1;6Q
1779959553.716821 input_key_build: 0x60000010e197 (C-S-F3) is \033[1;6R
1779959553.716824 input_key_build: 0x60000010e198 (C-S-F4) is \033[1;6S
1779959553.716826 input_key_build: 0x60000010e199 (C-S-F5) is \033[15;6~
1779959553.716828 input_key_build: 0x60000010e19a (C-S-F6) is \033[17;6~
1779959553.716830 input_key_build: 0x60000010e19b (C-S-F7) is \033[18;6~
1779959553.716832 input_key_build: 0x60000010e19c (C-S-F8) is \033[19;6~
1779959553.716834 input_key_build: 0x60000010e19d (C-S-F9) is \033[20;6~
1779959553.716835 input_key_build: 0x60000010e19e (C-S-F10) is \033[21;6~
1779959553.716837 input_key_build: 0x60000010e19f (C-S-F11) is \033[23;6~
1779959553.716839 input_key_build: 0x60000010e1a0 (C-S-F12) is \033[24;6~
1779959553.716846 input_key_build: 0x60000010e1a1 (C-S-IC) is \033[2;6~
1779959553.716848 input_key_build: 0x60000010e1a2 (C-S-DC) is \033[3;6~
1779959553.716850 input_key_build: 0x60000010e1a3 (C-S-Home) is \033[1;6H
1779959553.716852 input_key_build: 0x60000010e1a4 (C-S-End) is \033[1;6F
1779959553.716854 input_key_build: 0x60000010e1a5 (C-S-NPage) is \033[6;6~
1779959553.716856 input_key_build: 0x60000010e1a6 (C-S-PPage) is \033[5;6~
1779959553.716858 input_key_build: 0x60000010e1a8 (C-S-Up) is \033[1;6A
1779959553.716860 input_key_build: 0x60000010e1a9 (C-S-Down) is \033[1;6B
1779959553.716862 input_key_build: 0x60000010e1aa (C-S-Left) is \033[1;6D
1779959553.716864 input_key_build: 0x60000010e1ab (C-S-Right) is \033[1;6C
1779959553.716866 input_key_build: 0x200000010e1ac (KP/[K]) is \033Oo
1779959553.716869 input_key_build: 0x200000010e1ad (KP*[K]) is \033Oj
1779959553.716871 input_key_build: 0x200000010e1ae (KP-[K]) is \033Om
1779959553.716873 input_key_build: 0x200000010e1af (KP7[K]) is \033Ow
1779959553.716874 input_key_build: 0x200000010e1b0 (KP8[K]) is \033Ox
1779959553.716877 input_key_build: 0x200000010e1b1 (KP9[K]) is \033Oy
1779959553.716879 input_key_build: 0x200000010e1b2 (KP+[K]) is \033Ok
1779959553.716881 input_key_build: 0x200000010e1b3 (KP4[K]) is \033Ot
1779959553.716883 input_key_build: 0x200000010e1b4 (KP5[K]) is \033Ou
1779959553.716890 input_key_build: 0x200000010e1b5 (KP6[K]) is \033Ov
1779959553.716892 input_key_build: 0x200000010e1b6 (KP1[K]) is \033Oq
1779959553.716894 input_key_build: 0x200000010e1b7 (KP2[K]) is \033Or
1779959553.716896 input_key_build: 0x200000010e1b8 (KP3[K]) is \033Os
1779959553.716898 input_key_build: 0x200000010e1b9 (KPEnter[K]) is \033OM
1779959553.716900 input_key_build: 0x200000010e1ba (KP0[K]) is \033Op
1779959553.716902 input_key_build: 0x200000010e1bb (KP.[K]) is \033On
1779959553.716904 input_key_build: 0x400000010e1a8 (Up[C]) is \033OA
1779959553.716906 input_key_build: 0x400000010e1a9 (Down[C]) is \033OB
1779959553.716908 input_key_build: 0x400000010e1aa (Left[C]) is \033OD
1779959553.716910 input_key_build: 0x400000010e1ab (Right[C]) is \033OC
1779959553.716912 input_key_build: 0x810000010e195 (M-F1[I]) is \033[1;3P
1779959553.716914 input_key_build: 0x810000010e196 (M-F2[I]) is \033[1;3Q
1779959553.716916 input_key_build: 0x810000010e197 (M-F3[I]) is \033[1;3R
1779959553.716919 input_key_build: 0x810000010e198 (M-F4[I]) is \033[1;3S
1779959553.716921 input_key_build: 0x810000010e199 (M-F5[I]) is \033[15;3~
1779959553.716923 input_key_build: 0x810000010e19a (M-F6[I]) is \033[17;3~
1779959553.716925 input_key_build: 0x810000010e19b (M-F7[I]) is \033[18;3~
1779959553.716927 input_key_build: 0x810000010e19c (M-F8[I]) is \033[19;3~
1779959553.716929 input_key_build: 0x810000010e19d (M-F9[I]) is \033[20;3~
1779959553.716931 input_key_build: 0x810000010e19e (M-F10[I]) is \033[21;3~
1779959553.716933 input_key_build: 0x810000010e19f (M-F11[I]) is \033[23;3~
1779959553.716935 input_key_build: 0x810000010e1a0 (M-F12[I]) is \033[24;3~
1779959553.716937 input_key_build: 0x810000010e1a1 (M-IC[I]) is \033[2;3~
1779959553.716939 input_key_build: 0x810000010e1a2 (M-DC[I]) is \033[3;3~
1779959553.716941 input_key_build: 0x810000010e1a3 (M-Home[I]) is \033[1;3H
1779959553.716943 input_key_build: 0x810000010e1a4 (M-End[I]) is \033[1;3F
1779959553.716945 input_key_build: 0x810000010e1a5 (M-NPage[I]) is \033[6;3~
1779959553.716947 input_key_build: 0x810000010e1a6 (M-PPage[I]) is \033[5;3~
1779959553.716949 input_key_build: 0x810000010e1a8 (M-Up[I]) is \033[1;3A
1779959553.716951 input_key_build: 0x810000010e1a9 (M-Down[I]) is \033[1;3B
1779959553.716953 input_key_build: 0x810000010e1aa (M-Left[I]) is \033[1;3D
1779959553.716955 input_key_build: 0x810000010e1ab (M-Right[I]) is \033[1;3C
1779959553.716957 input_key_build: 0x830000010e195 (C-M-F1[I]) is \033[1;7P
1779959553.716959 input_key_build: 0x830000010e196 (C-M-F2[I]) is \033[1;7Q
1779959553.716961 input_key_build: 0x830000010e197 (C-M-F3[I]) is \033[1;7R
1779959553.716963 input_key_build: 0x830000010e198 (C-M-F4[I]) is \033[1;7S
1779959553.716965 input_key_build: 0x830000010e199 (C-M-F5[I]) is \033[15;7~
1779959553.716968 input_key_build: 0x830000010e19a (C-M-F6[I]) is \033[17;7~
1779959553.716972 input_key_build: 0x830000010e19b (C-M-F7[I]) is \033[18;7~
1779959553.716975 input_key_build: 0x830000010e19c (C-M-F8[I]) is \033[19;7~
1779959553.716977 input_key_build: 0x830000010e19d (C-M-F9[I]) is \033[20;7~
1779959553.716979 input_key_build: 0x830000010e19e (C-M-F10[I]) is \033[21;7~
1779959553.716981 input_key_build: 0x830000010e19f (C-M-F11[I]) is \033[23;7~
1779959553.716983 input_key_build: 0x830000010e1a0 (C-M-F12[I]) is \033[24;7~
1779959553.716985 input_key_build: 0x830000010e1a1 (C-M-IC[I]) is \033[2;7~
1779959553.716987 input_key_build: 0x830000010e1a2 (C-M-DC[I]) is \033[3;7~
1779959553.716989 input_key_build: 0x830000010e1a3 (C-M-Home[I]) is \033[1;7H
1779959553.716991 input_key_build: 0x830000010e1a4 (C-M-End[I]) is \033[1;7F
1779959553.716993 input_key_build: 0x830000010e1a5 (C-M-NPage[I]) is \033[6;7~
1779959553.716995 input_key_build: 0x830000010e1a6 (C-M-PPage[I]) is \033[5;7~
1779959553.716997 input_key_build: 0x830000010e1a8 (C-M-Up[I]) is \033[1;7A
1779959553.716999 input_key_build: 0x830000010e1a9 (C-M-Down[I]) is \033[1;7B
1779959553.717001 input_key_build: 0x830000010e1aa (C-M-Left[I]) is \033[1;7D
1779959553.717004 input_key_build: 0x830000010e1ab (C-M-Right[I]) is \033[1;7C
1779959553.717009 input_key_build: 0x850000010e195 (M-S-F1[I]) is \033[1;4P
1779959553.717011 input_key_build: 0x850000010e196 (M-S-F2[I]) is \033[1;4Q
1779959553.717013 input_key_build: 0x850000010e197 (M-S-F3[I]) is \033[1;4R
1779959553.717015 input_key_build: 0x850000010e198 (M-S-F4[I]) is \033[1;4S
1779959553.717017 input_key_build: 0x850000010e199 (M-S-F5[I]) is \033[15;4~
1779959553.717019 input_key_build: 0x850000010e19a (M-S-F6[I]) is \033[17;4~
1779959553.717021 input_key_build: 0x850000010e19b (M-S-F7[I]) is \033[18;4~
1779959553.717025 input_key_build: 0x850000010e19c (M-S-F8[I]) is \033[19;4~
1779959553.717028 input_key_build: 0x850000010e19d (M-S-F9[I]) is \033[20;4~
1779959553.717031 input_key_build: 0x850000010e19e (M-S-F10[I]) is \033[21;4~
1779959553.717033 input_key_build: 0x850000010e19f (M-S-F11[I]) is \033[23;4~
1779959553.717036 input_key_build: 0x850000010e1a0 (M-S-F12[I]) is \033[24;4~
1779959553.717040 input_key_build: 0x850000010e1a1 (M-S-IC[I]) is \033[2;4~
1779959553.717043 input_key_build: 0x850000010e1a2 (M-S-DC[I]) is \033[3;4~
1779959553.717046 input_key_build: 0x850000010e1a3 (M-S-Home[I]) is \033[1;4H
1779959553.717049 input_key_build: 0x850000010e1a4 (M-S-End[I]) is \033[1;4F
1779959553.717052 input_key_build: 0x850000010e1a5 (M-S-NPage[I]) is \033[6;4~
1779959553.717054 input_key_build: 0x850000010e1a6 (M-S-PPage[I]) is \033[5;4~
1779959553.717057 input_key_build: 0x850000010e1a8 (M-S-Up[I]) is \033[1;4A
1779959553.717060 input_key_build: 0x850000010e1a9 (M-S-Down[I]) is \033[1;4B
1779959553.717063 input_key_build: 0x850000010e1aa (M-S-Left[I]) is \033[1;4D
1779959553.717066 input_key_build: 0x850000010e1ab (M-S-Right[I]) is \033[1;4C
1779959553.717069 input_key_build: 0x870000010e195 (C-M-S-F1[I]) is \033[1;8P
1779959553.717072 input_key_build: 0x870000010e196 (C-M-S-F2[I]) is \033[1;8Q
1779959553.717075 input_key_build: 0x870000010e197 (C-M-S-F3[I]) is \033[1;8R
1779959553.717078 input_key_build: 0x870000010e198 (C-M-S-F4[I]) is \033[1;8S
1779959553.717081 input_key_build: 0x870000010e199 (C-M-S-F5[I]) is \033[15;8~
1779959553.717084 input_key_build: 0x870000010e19a (C-M-S-F6[I]) is \033[17;8~
1779959553.717087 input_key_build: 0x870000010e19b (C-M-S-F7[I]) is \033[18;8~
1779959553.717090 input_key_build: 0x870000010e19c (C-M-S-F8[I]) is \033[19;8~
1779959553.717093 input_key_build: 0x870000010e19d (C-M-S-F9[I]) is \033[20;8~
1779959553.717096 input_key_build: 0x870000010e19e (C-M-S-F10[I]) is \033[21;8~
1779959553.717099 input_key_build: 0x870000010e19f (C-M-S-F11[I]) is \033[23;8~
1779959553.717107 input_key_build: 0x870000010e1a0 (C-M-S-F12[I]) is \033[24;8~
1779959553.717111 input_key_build: 0x870000010e1a1 (C-M-S-IC[I]) is \033[2;8~
1779959553.717114 input_key_build: 0x870000010e1a2 (C-M-S-DC[I]) is \033[3;8~
1779959553.717118 input_key_build: 0x870000010e1a3 (C-M-S-Home[I]) is \033[1;8H
1779959553.717121 input_key_build: 0x870000010e1a4 (C-M-S-End[I]) is \033[1;8F
1779959553.717123 input_key_build: 0x870000010e1a5 (C-M-S-NPage[I]) is \033[6;8~
1779959553.717126 input_key_build: 0x870000010e1a6 (C-M-S-PPage[I]) is \033[5;8~
1779959553.717129 input_key_build: 0x870000010e1a8 (C-M-S-Up[I]) is \033[1;8A
1779959553.717132 input_key_build: 0x870000010e1a9 (C-M-S-Down[I]) is \033[1;8B
1779959553.717136 input_key_build: 0x870000010e1aa (C-M-S-Left[I]) is \033[1;8D
1779959553.717140 input_key_build: 0x870000010e1ab (C-M-S-Right[I]) is \033[1;8C
1779959553.717143 input_key_build: 0x40200000000009 (C-Tab[E]) is \033[9;5u
1779959553.717147 input_key_build: 0x40600000000009 (C-S-Tab[E]) is \033[1;5Z
1779959553.717166 yylex_token: end at WS
1779959553.717170 yylex_token: bind
1779959553.717173 yylex_token: end at WS
1779959553.717176 yylex_token: -N
1779959553.717180 yylex_token: end at WS
1779959553.717183 yylex_token: Send the prefix key
1779959553.717186 yylex_token: end at WS
1779959553.717189 yylex_token: C-b
1779959553.717192 yylex_token: end at WS
1779959553.717194 yylex_token: send-prefix
1779959553.717204 cmd_parse_build_commands 0:0: bind
1779959553.717217 cmd_parse_build_commands 0:1: -N
1779959553.717220 cmd_parse_build_commands 0:2: Send the prefix key
1779959553.717222 cmd_parse_build_commands 0:3: C-b
1779959553.717225 cmd_parse_build_commands 0:4 0:0: send-prefix
1779959553.717239 cmd_parse_build_commands 0:0: send-prefix
1779959553.717254 args_parse: flags end at 1 of 1
1779959553.717258 cmd_parse_build_commands: send-prefix
1779959553.717261 args_parse_flags: next -N
1779959553.717265 args_parse_flag_argument: -N = Send the prefix key
1779959553.717268 args_parse_flags: next C-b
1779959553.717270 args_parse: flags end at 3 of 5
1779959553.717272 args_parse: 3 = C-b (type STRING)
1779959553.717275 args_parse: 4 = send-prefix (type COMMANDS)
1779959553.717289 cmd_parse_build_commands: bind-key -N "Send the prefix key" C-b { send-prefix }
1779959553.717298 cmdq_get_command: [bind-key/0x6236847fb800] group 2
1779959553.717302 cmdq_append <global>: [bind-key/0x6236847fb800]
1779959553.717307 yylex_token: end at WS
1779959553.717310 yylex_token: bind
1779959553.717313 yylex_token: end at WS
1779959553.717315 yylex_token: -N
1779959553.717319 yylex_token: end at WS
1779959553.717321 yylex_token: Rotate through the panes
1779959553.717323 yylex_token: end at WS
1779959553.717326 yylex_token: C-o
1779959553.717330 yylex_token: end at WS
1779959553.717332 yylex_token: rotate-window
1779959553.717336 cmd_parse_build_commands 0:0: bind
1779959553.717339 cmd_parse_build_commands 0:1: -N
1779959553.717343 cmd_parse_build_commands 0:2: Rotate through the panes
1779959553.717345 cmd_parse_build_commands 0:3: C-o
1779959553.717348 cmd_parse_build_commands 0:4 0:0: rotate-window
1779959553.717354 cmd_parse_build_commands 0:0: rotate-window
1779959553.717360 args_parse: flags end at 1 of 1
1779959553.717364 cmd_parse_build_commands: rotate-window
1779959553.717367 args_parse_flags: next -N
1779959553.717370 args_parse_flag_argument: -N = Rotate through the panes
1779959553.717373 args_parse_flags: next C-o
1779959553.717375 args_parse: flags end at 3 of 5
1779959553.717378 args_parse: 3 = C-o (type STRING)
1779959553.717381 args_parse: 4 = rotate-window (type COMMANDS)
1779959553.717389 cmd_parse_build_commands: bind-key -N "Rotate through the panes" C-o { rotate-window }
1779959553.717393 cmdq_get_command: [bind-key/0x6236847fbe20] group 10
1779959553.717396 cmdq_append <global>: [bind-key/0x6236847fbe20]
1779959553.717401 yylex_token: end at WS
1779959553.717403 yylex_token: bind
1779959553.717406 yylex_token: end at WS
1779959553.717408 yylex_token: -N
1779959553.717412 yylex_token: end at WS
1779959553.717415 yylex_token: Suspend the current client
1779959553.717417 yylex_token: end at WS
1779959553.717420 yylex_token: C-z
1779959553.717423 yylex_token: end at WS
1779959553.717426 yylex_token: suspend-client
1779959553.717430 cmd_parse_build_commands 0:0: bind
1779959553.717433 cmd_parse_build_commands 0:1: -N
1779959553.717436 cmd_parse_build_commands 0:2: Suspend the current client
1779959553.717438 cmd_parse_build_commands 0:3: C-z
1779959553.717441 cmd_parse_build_commands 0:4 0:0: suspend-client
1779959553.717445 cmd_parse_build_commands 0:0: suspend-client
1779959553.717453 args_parse: flags end at 1 of 1
1779959553.717456 cmd_parse_build_commands: suspend-client
1779959553.717459 args_parse_flags: next -N
1779959553.717462 args_parse_flag_argument: -N = Suspend the current client
1779959553.717464 args_parse_flags: next C-z
1779959553.717467 args_parse: flags end at 3 of 5
1779959553.717470 args_parse: 3 = C-z (type STRING)
1779959553.717473 args_parse: 4 = suspend-client (type COMMANDS)
1779959553.717480 cmd_parse_build_commands: bind-key -N "Suspend the current client" C-z { suspend-client }
1779959553.717483 cmdq_get_command: [bind-key/0x6236847f9a60] group 18
1779959553.717486 cmdq_append <global>: [bind-key/0x6236847f9a60]
1779959553.717490 yylex_token: end at WS
1779959553.717493 yylex_token: bind
1779959553.717496 yylex_token: end at WS
1779959553.717498 yylex_token: -N
1779959553.717501 yylex_token: end at WS
1779959553.717504 yylex_token: Select next layout
1779959553.717517 yylex_token: end at WS
1779959553.717520 yylex_token: Space
1779959553.717523 yylex_token: end at WS
1779959553.717526 yylex_token: next-layout
1779959553.717530 cmd_parse_build_commands 0:0: bind
1779959553.717533 cmd_parse_build_commands 0:1: -N
1779959553.717536 cmd_parse_build_commands 0:2: Select next layout
1779959553.717538 cmd_parse_build_commands 0:3: Space
1779959553.717542 cmd_parse_build_commands 0:4 0:0: next-layout
1779959553.717545 cmd_parse_build_commands 0:0: next-layout
1779959553.717549 args_parse: flags end at 1 of 1
1779959553.717552 cmd_parse_build_commands: next-layout
1779959553.717555 args_parse_flags: next -N
1779959553.717558 args_parse_flag_argument: -N = Select next layout
1779959553.717561 args_parse_flags: next Space
1779959553.717564 args_parse: flags end at 3 of 5
1779959553.717567 args_parse: 3 = Space (type STRING)
1779959553.717570 args_parse: 4 = next-layout (type COMMANDS)
1779959553.717577 cmd_parse_build_commands: bind-key -N "Select next layout" Space { next-layout }
1779959553.717582 cmdq_get_command: [bind-key/0x6236847fa150] group 26
1779959553.717585 cmdq_append <global>: [bind-key/0x6236847fa150]
1779959553.717589 yylex_token: end at WS
1779959553.717592 yylex_token: bind
1779959553.717595 yylex_token: end at WS
1779959553.717597 yylex_token: -N
1779959553.717602 yylex_token: end at WS
1779959553.717605 yylex_token: Break pane to a new window
1779959553.717607 yylex_token: end at WS
1779959553.717610 yylex_token: !
1779959553.717613 yylex_token: end at WS
1779959553.717614 yylex_token: break-pane
1779959553.717617 cmd_parse_build_commands 0:0: bind
1779959553.717619 cmd_parse_build_commands 0:1: -N
1779959553.717621 cmd_parse_build_commands 0:2: Break pane to a new window
1779959553.717623 cmd_parse_build_commands 0:3: !
1779959553.717625 cmd_parse_build_commands 0:4 0:0: break-pane
1779959553.717628 cmd_parse_build_commands 0:0: break-pane
1779959553.717631 args_parse: flags end at 1 of 1
1779959553.717633 cmd_parse_build_commands: break-pane
1779959553.717634 args_parse_flags: next -N
1779959553.717637 args_parse_flag_argument: -N = Break pane to a new window
1779959553.717638 args_parse_flags: next !
1779959553.717640 args_parse: flags end at 3 of 5
1779959553.717642 args_parse: 3 = ! (type STRING)
1779959553.717644 args_parse: 4 = break-pane (type COMMANDS)
1779959553.717649 cmd_parse_build_commands: bind-key -N "Break pane to a new window" ! { break-pane }
1779959553.717652 cmdq_get_command: [bind-key/0x6236847fa820] group 34
1779959553.717654 cmdq_append <global>: [bind-key/0x6236847fa820]
1779959553.717658 yylex_token: end at WS
1779959553.717661 yylex_token: bind
1779959553.717664 yylex_token: end at WS
1779959553.717666 yylex_token: -N
1779959553.717668 yylex_token: end at WS
1779959553.717670 yylex_token: Split window vertically
1779959553.717671 yylex_token: end at WS
1779959553.717673 yylex_token: "
1779959553.717675 yylex_token: end at WS
1779959553.717677 yylex_token: split-window
1779959553.717679 cmd_parse_build_commands 0:0: bind
1779959553.717681 cmd_parse_build_commands 0:1: -N
1779959553.717683 cmd_parse_build_commands 0:2: Split window vertically
1779959553.717685 cmd_parse_build_commands 0:3: "
1779959553.717687 cmd_parse_build_commands 0:4 0:0: split-window
1779959553.717689 cmd_parse_build_commands 0:0: split-window
1779959553.717694 args_parse: flags end at 1 of 1
1779959553.717696 cmd_parse_build_commands: split-window
1779959553.717714 args_parse_flags: next -N
1779959553.717717 args_parse_flag_argument: -N = Split window vertically
1779959553.717719 args_parse_flags: next "
1779959553.717721 args_parse: flags end at 3 of 5
1779959553.717723 args_parse: 3 = " (type STRING)
1779959553.717732 args_parse: 4 = split-window (type COMMANDS)
1779959553.717737 cmd_parse_build_commands: bind-key -N "Split window vertically" \\" { split-window }
1779959553.717740 cmdq_get_command: [bind-key/0x6236847fcc00] group 42
1779959553.717742 cmdq_append <global>: [bind-key/0x6236847fcc00]
1779959553.717745 yylex_token: end at WS
1779959553.717752 yylex_token: bind
1779959553.717754 yylex_token: end at WS
1779959553.717764 yylex_token: -N
1779959553.717767 yylex_token: end at WS
1779959553.717769 yylex_token: List all paste buffers
1779959553.717770 yylex_token: end at WS
1779959553.717772 yylex_token: #
1779959553.717774 yylex_token: end at WS
1779959553.717776 yylex_token: list-buffers
1779959553.717778 cmd_parse_build_commands 0:0: bind
1779959553.717780 cmd_parse_build_commands 0:1: -N
1779959553.717782 cmd_parse_build_commands 0:2: List all paste buffers
1779959553.717784 cmd_parse_build_commands 0:3: #
1779959553.717786 cmd_parse_build_commands 0:4 0:0: list-buffers
1779959553.717789 cmd_parse_build_commands 0:0: list-buffers
1779959553.717792 args_parse: flags end at 1 of 1
1779959553.717794 cmd_parse_build_commands: list-buffers
1779959553.717796 args_parse_flags: next -N
1779959553.717798 args_parse_flag_argument: -N = List all paste buffers
1779959553.717800 args_parse_flags: next #
1779959553.717802 args_parse: flags end at 3 of 5
1779959553.717803 args_parse: 3 = # (type STRING)
1779959553.717806 args_parse: 4 = list-buffers (type COMMANDS)
1779959553.717810 cmd_parse_build_commands: bind-key -N "List all paste buffers" \\# { list-buffers }
1779959553.717813 cmdq_get_command: [bind-key/0x6236847fd570] group 50
1779959553.717815 cmdq_append <global>: [bind-key/0x6236847fd570]
1779959553.717825 yylex_token: end at WS
1779959553.717827 yylex_token: bind
1779959553.717829 yylex_token: end at WS
1779959553.717830 yylex_token: -N
1779959553.717833 yylex_token: end at WS
1779959553.717834 yylex_token: Rename current session
1779959553.717836 yylex_token: end at WS
1779959553.717838 yylex_token: $
1779959553.717841 yylex_token: end at WS
